city;area;rooms;bathroom;parking spaces;floor;animal;furniture;hoa (R$);property tax (R$);fire insurance (R$);rent amount (R$)
Belo Horizonte;168;5;3;2;2;acept;not furnished;1443;408;39;2900
Rio de Janeiro;73;2;1;0;1;acept;not furnished;1600;204;37;2800
São Paulo;378;5;5;4;4;acept;not furnished;4000;2000;39;3000
Campinas;60;2;1;1;-;acept;not furnished;0;180;20;1300
Belo Horizonte;362;4;5;0;19;not acept;not furnished;4138;1975;200;15000
São Paulo;90;3;2;0;-;acept;not furnished;0;136;26;1700
Rio de Janeiro;42;1;1;0;4;not acept;furnished;500;79;26;1973
Rio de Janeiro;56;2;1;1;18;acept;not furnished;568;88;13;1000
São Paulo;16;1;1;0;1;not acept;not furnished;0;30;11;850
São Paulo;90;2;2;2;15;not acept;furnished;1400;0;127;10000
Belo Horizonte;67;1;1;0;13;acept;not furnished;375;55;12;850
São Paulo;488;4;3;3;-;acept;not furnished;14130;1214;82;6400
Rio de Janeiro;30;1;1;0;10;acept;not furnished;850;60;15;1100
São Paulo;290;6;3;4;-;acept;not furnished;0;1525;121;8000
São Paulo;266;3;3;4;10;acept;not furnished;4700;1500;82;6400
Campinas;47;2;1;1;4;acept;not furnished;260;25;12;900
Rio de Janeiro;590;6;6;2;-;acept;furnished;750;975;122;8000
São Paulo;900;4;9;8;1;acept;not furnished;0;5700;226;15000
São Paulo;86;2;1;1;-;acept;not furnished;0;110;34;2200
São Paulo;290;3;3;2;-;acept;furnished;0;1000;226;15000
Porto Alegre;84;3;2;2;4;acept;not furnished;750;100;49;3300
São Paulo;160;3;1;2;-;acept;not furnished;0;225;76;5000
São Paulo;37;1;1;0;3;not acept;furnished;470;127;45;3500
Campinas;73;3;1;1;4;acept;not furnished;308;46;11;850
São Paulo;350;4;5;5;17;acept;furnished;2400;2400;191;15000
Rio de Janeiro;57;1;1;0;2;acept;not furnished;200;10;15;1100
Campinas;48;1;1;0;9;acept;not furnished;350;21;9;650
Rio de Janeiro;30;1;1;0;8;acept;not furnished;390;25;11;800
Campinas;198;6;3;4;-;acept;not furnished;0;145;31;2000
Porto Alegre;47;1;1;0;2;not acept;not furnished;300;59;15;1000
Porto Alegre;60;2;1;1;3;acept;not furnished;250;22;12;800
São Paulo;230;3;3;0;9;acept;furnished;1700;109;64;5000
Belo Horizonte;90;2;1;1;-;not acept;not furnished;0;0;25;1520
Rio de Janeiro;129;3;2;1;8;acept;furnished;1200;167;42;3255
São Paulo;240;4;4;4;22;acept;not furnished;1980;417;85;6672
Porto Alegre;55;1;1;0;14;acept;not furnished;700;29;15;1020
Porto Alegre;52;1;1;0;-;acept;not furnished;150;42;18;1200
São Paulo;250;3;4;3;8;acept;not furnished;1610;1089;77;6000
São Paulo;200;3;2;2;19;acept;not furnished;2573;1121;127;10000
Belo Horizonte;312;4;3;3;1;acept;not furnished;1498;463;31;2300
São Paulo;230;5;5;3;-;acept;not furnished;0;620;149;9900
São Paulo;72;2;2;2;9;acept;not furnished;750;209;32;2480
São Paulo;55;2;1;0;5;acept;furnished;620;24;31;2400
Rio de Janeiro;72;2;2;1;2;not acept;furnished;914;133;47;3600
São Paulo;50;2;1;0;-;acept;not furnished;0;83;19;1200
São Paulo;17;1;1;0;1;acept;not furnished;0;5;35;2700
Belo Horizonte;160;3;3;2;4;acept;not furnished;150;263;32;2400
São Paulo;214;4;4;3;5;acept;not furnished;2638;1187;83;6520
Rio de Janeiro;65;1;1;0;-;acept;not furnished;300;30;24;1800
São Paulo;136;3;2;1;10;not acept;furnished;1300;267;47;6500
Porto Alegre;70;2;2;1;6;acept;not furnished;440;57;28;1900
Porto Alegre;38;1;1;0;2;acept;not furnished;340;350;10;650
São Paulo;450;8;5;5;-;acept;not furnished;0;1000;121;8000
Rio de Janeiro;67;2;1;1;2;acept;not furnished;1217;130;29;2200
São Paulo;20;1;1;0;1;not acept;not furnished;0;35;14;1100
São Paulo;41;1;1;0;12;acept;not furnished;290;60;20;1530
São Paulo;50;2;1;1;7;acept;not furnished;500;7;20;1550
São Paulo;205;3;3;3;-;acept;not furnished;0;575;84;5525
São Paulo;100;3;2;1;-;acept;not furnished;0;500;50;3300
São Paulo;190;3;4;4;16;acept;furnished;2849;1160;191;15000
Belo Horizonte;45;2;1;0;-;acept;not furnished;0;0;23;1350
Campinas;57;1;1;1;2;acept;not furnished;605;66;11;800
Porto Alegre;88;1;2;2;3;acept;not furnished;340;40;24;1600
São Paulo;70;1;1;1;10;acept;furnished;459;80;44;3400
São Paulo;76;2;2;0;11;acept;furnished;646;0;36;2800
Rio de Janeiro;36;1;1;0;10;acept;not furnished;450;29;18;1370
Porto Alegre;61;2;2;2;11;acept;not furnished;445;42;37;2500
São Paulo;280;4;3;6;-;acept;furnished;0;706;188;12500
São Paulo;480;5;6;3;-;acept;not furnished;0;1000;76;5000
Campinas;45;1;1;1;17;acept;furnished;0;0;25;1950
São Paulo;42;1;1;0;9;acept;furnished;1290;184;20;1500
Porto Alegre;62;2;1;0;4;acept;not furnished;352;28;11;736
São Paulo;38;2;1;0;2;acept;not furnished;90;0;20;1500
São Paulo;44;1;1;1;8;not acept;furnished;578;0;31;2400
São Paulo;75;3;2;2;11;acept;not furnished;630;167;36;2800
Rio de Janeiro;66;2;1;1;2;acept;not furnished;650;0;17;1250
São Paulo;125;3;3;2;-;acept;not furnished;0;38;43;2800
Campinas;62;2;1;2;7;acept;not furnished;609;90;20;1500
São Paulo;77;2;1;1;5;acept;not furnished;1148;464;40;3100
São Paulo;136;2;4;2;7;acept;not furnished;1540;242;61;4800
São Paulo;200;4;2;1;5;acept;not furnished;2115;328;64;5000
São Paulo;35;1;1;0;1;not acept;not furnished;250;0;17;1305
São Paulo;250;4;3;2;-;acept;furnished;10;100;68;4500
São Paulo;90;2;2;2;-;acept;furnished;0;0;62;4100
Campinas;72;2;2;1;7;acept;not furnished;480;9;11;850
São Paulo;168;3;3;5;16;acept;not furnished;1675;184;45;3500
Porto Alegre;360;3;4;3;5;acept;furnished;4000;500;193;13200
Campinas;38;1;1;1;9;acept;not furnished;500;30;10;740
São Paulo;23;1;1;1;26;acept;not furnished;487;59;30;2300
Porto Alegre;440;3;3;3;7;not acept;not furnished;100;84;154;10500
São Paulo;120;3;3;2;9;acept;furnished;1200;109;45;3500
Rio de Janeiro;90;2;2;0;5;acept;not furnished;830;84;33;2500
Porto Alegre;125;4;2;0;7;acept;not furnished;1006;150;14;1632
São Paulo;200;3;4;3;6;acept;furnished;1800;1200;65;5058
São Paulo;190;3;3;2;5;acept;not furnished;1800;292;42;3260
Belo Horizonte;123;3;2;1;3;acept;not furnished;363;143;35;2600
Campinas;53;2;1;1;-;acept;not furnished;284;41;26;2000
Rio de Janeiro;70;2;1;1;2;acept;not furnished;560;60;29;2180
São Paulo;90;2;2;2;17;acept;furnished;1500;454;155;12200
São Paulo;95;3;2;0;-;acept;not furnished;0;0;24;1590
Campinas;74;3;1;1;4;acept;not furnished;474;40;12;900
São Paulo;64;1;1;1;15;not acept;not furnished;620;0;46;3600
São Paulo;155;4;5;3;14;not acept;not furnished;1850;625;77;6000
Rio de Janeiro;125;3;1;2;3;not acept;not furnished;1000;159;29;2200
São Paulo;40;1;1;1;9;acept;furnished;350;25;21;1580
Porto Alegre;350;3;2;4;-;acept;furnished;0;492;116;6522
Belo Horizonte;417;3;5;8;-;acept;not furnished;0;450;126;7650
Porto Alegre;350;4;4;4;-;acept;not furnished;0;192;107;6000
São Paulo;40;1;1;1;8;not acept;not furnished;440;100;36;2800
São Paulo;30;1;1;1;15;not acept;furnished;668;127;45;3500
São Paulo;142;3;4;2;4;acept;not furnished;1100;375;58;4500
Porto Alegre;110;3;3;2;5;acept;furnished;1300;300;59;4000
São Paulo;100;4;4;1;-;acept;not furnished;0;9;151;10000
São Paulo;377;5;4;3;-;acept;not furnished;0;900;121;8000
São Paulo;230;2;3;3;17;acept;furnished;2575;633;102;8000
São Paulo;35;1;1;0;5;not acept;furnished;450;91;7;1800
São Paulo;32;1;1;1;16;acept;not furnished;533;0;37;2900
São Paulo;74;2;1;1;5;acept;not furnished;569;71;8;2024
São Paulo;147;2;3;4;19;acept;not furnished;2600;375;16;1200
São Paulo;35;1;1;0;3;acept;furnished;480;60;32;2500
Rio de Janeiro;26;1;1;0;7;acept;furnished;630;84;20;1500
São Paulo;70;2;2;1;5;acept;furnished;517;5;22;1700
São Paulo;150;3;3;3;19;acept;furnished;1800;740;36;2800
São Paulo;200;3;3;2;-;acept;not furnished;0;292;121;8000
Campinas;60;1;1;1;14;acept;not furnished;583;49;14;1100
São Paulo;250;4;5;3;2;acept;not furnished;1700;334;33;2550
São Paulo;44;1;2;0;12;not acept;furnished;3300;126;42;3300
São Paulo;250;7;5;2;-;acept;furnished;0;0;91;6000
São Paulo;157;3;2;0;7;acept;not furnished;1325;347;58;4500
São Paulo;97;2;2;0;1;acept;not furnished;1200;0;71;5600
Belo Horizonte;548;4;7;6;17;acept;not furnished;5905;2484;200;15000
São Paulo;28;1;1;0;1;acept;not furnished;0;0;17;1325
São Paulo;250;3;4;0;1;acept;furnished;2000;1667;127;10000
Belo Horizonte;193;4;2;2;-;acept;not furnished;0;255;146;8900
Belo Horizonte;428;5;5;4;-;acept;furnished;0;667;158;9600
São Paulo;50;2;1;0;2;not acept;not furnished;200;0;13;950
São Paulo;135;2;3;2;5;not acept;not furnished;2000;542;156;12300
Rio de Janeiro;103;2;2;1;8;acept;not furnished;530;221;21;1600
Campinas;103;3;2;2;2;acept;not furnished;1500;292;18;1360
São Paulo;80;3;2;1;-;acept;not furnished;740;150;20;1500
São Paulo;160;3;3;2;10;acept;not furnished;1229;390;51;4000
São Paulo;238;4;3;4;24;acept;not furnished;2980;1816;130;10200
Belo Horizonte;500;7;4;4;-;acept;not furnished;0;167;91;5500
São Paulo;580;5;5;4;4;acept;not furnished;9900;2200;191;15000
São Paulo;80;1;1;0;-;acept;not furnished;0;50;21;1370
São Paulo;210;4;5;3;12;acept;furnished;2620;1184;38;2975
Porto Alegre;106;3;3;1;7;acept;not furnished;900;186;33;2250
Rio de Janeiro;30;1;1;0;11;acept;not furnished;500;21;16;1200
São Paulo;156;3;2;1;-;acept;not furnished;0;147;31;2000
São Paulo;60;1;1;1;-;acept;not furnished;0;0;19;1250
São Paulo;200;3;4;0;2;acept;not furnished;3672;780;46;3600
São Paulo;70;2;2;0;1;acept;not furnished;280;138;13;1000
São Paulo;177;4;5;4;5;acept;not furnished;1500;959;117;9200
São Paulo;103;3;3;2;-;acept;not furnished;735;19;38;2500
São Paulo;440;4;4;4;-;acept;not furnished;0;2500;181;12000
São Paulo;65;2;1;1;8;acept;furnished;600;92;22;1700
Belo Horizonte;260;5;3;3;12;acept;not furnished;2000;487;54;4000
São Paulo;200;4;4;6;-;acept;not furnished;0;375;65;4320
São Paulo;96;3;2;1;12;acept;not furnished;1122;231;39;3050
São Paulo;68;2;2;1;2;acept;furnished;690;137;37;2900
Belo Horizonte;300;5;5;5;-;not acept;not furnished;0;450;74;4500
São Paulo;34;1;1;0;2;acept;not furnished;305;27;10;750
Campinas;398;5;6;0;2;acept;not furnished;3500;700;108;8500
Belo Horizonte;100;1;1;0;1;acept;not furnished;0;0;35;2600
Belo Horizonte;176;4;5;3;6;acept;furnished;2136;704;87;6500
Belo Horizonte;90;2;2;2;4;not acept;furnished;500;250;54;4000
Belo Horizonte;680;7;6;8;-;acept;not furnished;0;428;132;8000
Belo Horizonte;220;4;3;0;9;acept;furnished;3000;1138;200;15000
São Paulo;110;2;2;2;-;not acept;not furnished;0;174;32;2120
São Paulo;180;3;2;1;2;acept;furnished;1260;255;70;5500
São Paulo;36;1;1;1;8;acept;not furnished;410;93;8;1800
Belo Horizonte;450;4;4;4;8;acept;not furnished;2394;836;170;12700
Rio de Janeiro;103;3;2;0;1;acept;not furnished;812;336;43;3300
Porto Alegre;101;2;2;2;5;acept;not furnished;480;500;27;1800
São Paulo;196;4;4;0;11;acept;not furnished;2450;1458;77;6000
Rio de Janeiro;28;1;1;0;-;acept;not furnished;495;68;26;1980
São Paulo;260;3;4;4;-;acept;not furnished;0;0;68;4500
São Paulo;330;4;2;5;-;acept;not furnished;0;400;29;1870
Rio de Janeiro;70;3;2;1;6;acept;not furnished;607;96;16;1189
Rio de Janeiro;33;1;1;0;3;acept;not furnished;500;13;16;1200
São Paulo;160;3;3;2;3;acept;not furnished;2200;505;134;10500
São Paulo;60;2;1;1;9;acept;not furnished;506;42;18;1350
São Paulo;36;1;1;1;1;acept;not furnished;130;99;10;1379
São Paulo;20;1;1;0;1;acept;furnished;0;0;27;2060
Porto Alegre;70;2;1;0;1;acept;not furnished;375;26;11;750
São Paulo;180;3;4;4;-;acept;furnished;0;2;71;4700
São Paulo;105;3;3;1;5;acept;not furnished;980;0;28;2150
São Paulo;275;4;5;4;1;acept;not furnished;4200;1334;123;9700
Belo Horizonte;450;2;2;5;-;acept;not furnished;0;71;25;1512
Campinas;360;4;6;4;-;acept;not furnished;864;300;116;7700
São Paulo;140;2;2;1;5;not acept;furnished;700;150;25;1900
São Paulo;900;3;5;8;-;acept;not furnished;0;2250;121;8000
Porto Alegre;152;3;5;3;9;acept;not furnished;1600;321;88;6000
São Paulo;280;3;4;3;-;acept;furnished;0;500;121;8000
São Paulo;230;4;4;3;5;not acept;not furnished;2564;934;32;2500
Campinas;92;3;2;3;6;acept;not furnished;700;167;27;2100
Belo Horizonte;58;1;1;1;-;acept;not furnished;0;34;19;1100
Campinas;41;2;1;1;5;not acept;not furnished;248;0;16;1193
São Paulo;206;4;4;3;10;acept;not furnished;1890;917;153;12000
Campinas;214;3;3;2;1;acept;not furnished;2016;227;75;5900
São Paulo;110;2;2;1;18;acept;not furnished;1286;0;22;1710
Belo Horizonte;100;2;1;0;-;acept;not furnished;0;25;13;777
Belo Horizonte;80;2;2;1;4;acept;not furnished;250;0;16;1200
Belo Horizonte;311;3;4;3;20;not acept;not furnished;3075;1753;174;13000
São Paulo;200;2;3;2;1;acept;furnished;1700;667;191;15000
Campinas;96;3;2;2;10;acept;not furnished;800;189;41;3200
Rio de Janeiro;140;4;2;1;1;not acept;not furnished;1700;380;78;6000
São Paulo;138;3;3;2;17;acept;not furnished;1100;382;90;7070
São Paulo;140;3;3;1;6;acept;furnished;2200;359;50;3900
Rio de Janeiro;60;2;2;1;2;not acept;not furnished;592;0;17;1250
São Paulo;40;1;1;0;-;not acept;not furnished;0;34;10;600
São Paulo;178;3;4;4;6;acept;furnished;2700;667;130;10200
São Paulo;140;3;3;2;-;acept;furnished;0;25;74;4900
São Paulo;72;2;1;0;1;acept;not furnished;864;0;13;1020
São Paulo;117;2;1;1;5;not acept;furnished;720;11;35;2700
São Paulo;35;1;1;1;1;acept;not furnished;0;30;13;977
Porto Alegre;42;1;1;0;1;acept;furnished;360;0;13;890
Belo Horizonte;29;1;1;0;1;acept;not furnished;0;8;15;1100
São Paulo;130;2;1;0;1;acept;not furnished;650;9;28;2150
Rio de Janeiro;100;3;2;1;4;acept;not furnished;2350;333;65;5000
Rio de Janeiro;39;1;1;0;4;acept;not furnished;450;44;8;609
São Paulo;61;1;1;0;9;not acept;not furnished;394;0;21;1600
Campinas;750;4;5;5;-;not acept;not furnished;0;667;157;10400
Belo Horizonte;142;4;3;2;3;acept;not furnished;900;277;36;2700
Campinas;650;4;4;8;-;acept;not furnished;0;200;113;7500
São Paulo;69;2;2;0;-;acept;not furnished;0;73;26;1700
São Paulo;100;2;2;4;-;acept;not furnished;0;46;40;2600
Belo Horizonte;300;4;2;2;3;acept;not furnished;1750;500;107;8000
São Paulo;190;3;4;3;14;acept;furnished;1700;900;35;2740
Rio de Janeiro;115;2;2;0;13;acept;not furnished;950;2731;58;4500
Campinas;119;3;1;1;5;acept;not furnished;926;100;16;1200
São Paulo;100;2;3;1;4;acept;furnished;1200;42;24;1890
São Paulo;55;2;1;1;3;acept;not furnished;400;0;14;1087
São Paulo;44;1;1;1;2;acept;furnished;724;89;39;3000
São Paulo;316;4;6;4;18;acept;furnished;4767;1963;102;8000
São Paulo;83;2;3;2;-;acept;not furnished;200;167;53;3500
Belo Horizonte;1000;5;7;8;-;acept;not furnished;0;1904;246;14980
São Paulo;150;3;2;1;8;acept;not furnished;1172;0;61;4800
São Paulo;53;2;1;1;7;acept;not furnished;450;42;54;4200
São Paulo;49;2;1;1;-;acept;not furnished;400;4;13;970
Campinas;185;3;3;2;6;acept;not furnished;1200;100;28;2200
Rio de Janeiro;40;1;1;0;-;acept;not furnished;0;20;19;1200
São Paulo;65;2;1;0;3;acept;not furnished;654;9;15;1140
São Paulo;67;3;2;1;10;not acept;not furnished;496;72;20;1560
São Paulo;46;1;1;1;9;acept;not furnished;500;35;28;2200
Campinas;205;3;2;1;2;acept;not furnished;950;156;28;2200
Porto Alegre;550;5;5;3;-;acept;not furnished;0;500;160;9000
Campinas;50;1;1;1;3;acept;not furnished;393;33;9;650
São Paulo;266;4;5;4;7;acept;not furnished;2900;1167;139;10900
Rio de Janeiro;280;3;2;2;10;acept;furnished;3140;1126;104;8000
São Paulo;1600;6;6;6;-;acept;furnished;0;1834;115;7600
São Paulo;70;1;1;0;4;acept;not furnished;760;156;31;2400
São Paulo;84;3;2;2;8;not acept;not furnished;700;250;30;2340
Belo Horizonte;40;1;1;0;3;not acept;not furnished;496;116;14;1000
Rio de Janeiro;117;3;2;1;7;acept;not furnished;750;384;53;4110
São Paulo;68;2;2;2;8;acept;furnished;1030;236;44;3430
Belo Horizonte;140;2;2;2;11;acept;furnished;692;104;38;2800
São Paulo;450;4;2;3;-;acept;not furnished;0;1000;196;13000
Porto Alegre;44;1;2;0;3;acept;not furnished;140;100;20;1350
São Paulo;40;1;1;1;3;acept;furnished;686;52;41;3200
São Paulo;70;1;2;1;1;acept;furnished;1300;209;105;8250
São Paulo;50;1;2;0;-;acept;not furnished;0;50;14;900
Belo Horizonte;405;2;3;0;7;acept;not furnished;3500;699;54;4000
São Paulo;75;2;2;1;1;acept;not furnished;700;165;41;3160
Belo Horizonte;80;3;3;1;3;acept;not furnished;560;0;20;1501
São Paulo;450;4;5;6;-;acept;not furnished;0;1334;181;12000
São Paulo;225;4;5;4;10;acept;furnished;1600;0;91;7106
São Paulo;250;3;2;3;35;acept;furnished;2500;1084;191;15000
São Paulo;60;2;1;1;5;not acept;not furnished;965;165;28;2200
São Paulo;31;1;1;1;9;not acept;furnished;1500;150;44;3400
São Paulo;100;3;1;3;-;acept;not furnished;0;164;31;2000
Belo Horizonte;20;1;1;0;6;not acept;not furnished;420;79;14;1050
São Paulo;200;3;4;8;-;acept;not furnished;0;25;106;7000
Campinas;50;1;1;1;8;acept;not furnished;780;62;22;1690
São Paulo;61;3;2;2;15;acept;not furnished;712;90;28;2200
São Paulo;200;3;4;2;3;acept;not furnished;4475;820;125;9800
Belo Horizonte;100;2;2;0;-;acept;not furnished;0;100;181;11000
São Paulo;365;4;5;6;4;acept;not furnished;3722;2588;177;13900
São Paulo;38;1;1;0;13;acept;not furnished;414;64;39;3000
Rio de Janeiro;49;2;1;0;4;acept;not furnished;362;58;18;1350
São Paulo;207;3;5;4;6;acept;not furnished;2400;934;153;12000
Campinas;82;3;2;1;6;acept;not furnished;825;142;20;1500
São Paulo;400;5;4;3;-;acept;not furnished;0;250;61;4000
Rio de Janeiro;170;4;2;2;6;acept;not furnished;2420;834;116;9000
Porto Alegre;105;3;2;2;3;acept;furnished;370;217;43;2890
São Paulo;383;4;4;5;2;acept;not furnished;2189;709;39;3004
São Paulo;168;3;3;3;3;acept;not furnished;1605;322;35;2700
São Paulo;53;2;2;1;10;acept;furnished;1940;389;31;2400
Porto Alegre;320;4;3;2;-;acept;not furnished;0;125;80;4500
São Paulo;300;3;4;3;18;acept;not furnished;3500;834;126;9900
Campinas;100;3;2;3;-;acept;not furnished;0;0;34;2200
São Paulo;40;1;1;0;-;acept;not furnished;0;80;12;900
São Paulo;180;3;1;0;-;acept;not furnished;0;334;38;2500
São Paulo;257;4;5;4;8;acept;furnished;2730;1107;96;7500
São Paulo;178;2;4;2;2;acept;not furnished;2300;891;89;7000
São Paulo;179;3;3;0;9;not acept;furnished;1828;472;153;12000
Porto Alegre;64;2;1;0;1;acept;not furnished;300;42;26;1750
Porto Alegre;60;2;1;0;1;acept;not furnished;326;25;15;990
São Paulo;55;1;1;1;11;not acept;not furnished;696;148;28;2200
São Paulo;50;1;1;0;8;not acept;not furnished;470;0;25;1970
São Paulo;82;3;2;2;19;not acept;not furnished;470;0;26;1994
Rio de Janeiro;60;1;1;1;7;acept;not furnished;650;106;16;1210
Porto Alegre;40;1;1;1;9;not acept;furnished;1300;68;18;1200
Campinas;230;4;4;8;-;acept;not furnished;0;320;77;5100
São Paulo;73;2;1;1;2;acept;not furnished;680;20;17;1300
São Paulo;79;2;2;1;1;acept;furnished;600;75;26;2000
São Paulo;230;3;4;2;3;acept;not furnished;2000;292;61;4800
Rio de Janeiro;214;3;3;3;4;acept;not furnished;3575;1050;181;14000
São Paulo;120;2;1;0;-;acept;not furnished;0;90;23;1500
São Paulo;200;4;2;1;-;not acept;not furnished;0;334;38;2500
Porto Alegre;85;3;2;2;9;not acept;furnished;940;102;49;3300
São Paulo;45;1;1;1;1;not acept;furnished;3000;0;70;5520
Porto Alegre;30;1;1;0;4;acept;not furnished;198;22;12;755
São Paulo;57;2;2;1;3;acept;not furnished;476;0;30;2300
São Paulo;500;4;7;3;-;acept;not furnished;0;2500;226;15000
São Paulo;322;4;5;5;17;acept;furnished;2700;1875;191;15000
São Paulo;20;1;1;0;3;not acept;not furnished;224;0;20;1530
Porto Alegre;100;2;2;1;-;not acept;not furnished;0;0;24;1346
São Paulo;620;4;6;4;1;acept;not furnished;8133;4520;191;15000
Porto Alegre;240;4;3;5;-;acept;not furnished;0;120;45;2500
São Paulo;95;3;2;2;10;acept;not furnished;900;142;89;7000
São Paulo;35;1;1;1;6;acept;not furnished;542;99;27;2100
Belo Horizonte;325;5;4;7;-;acept;furnished;0;417;146;8900
São Paulo;58;3;1;1;1;acept;furnished;456;21;36;2800
São Paulo;200;4;4;3;6;not acept;not furnished;1400;1000;115;9000
São Paulo;92;3;2;2;2;acept;not furnished;1407;250;14;1100
Belo Horizonte;65;2;1;1;9;acept;not furnished;450;94;7;1545
Campinas;57;2;1;0;2;acept;not furnished;378;31;11;800
São Paulo;50;2;1;1;2;acept;not furnished;400;0;21;1600
São Paulo;165;4;5;2;4;acept;furnished;2500;315;121;9500
Rio de Janeiro;70;2;1;1;6;acept;not furnished;900;122;25;1900
São Paulo;230;4;3;1;1;not acept;not furnished;2400;513;51;4000
Rio de Janeiro;34;1;1;0;3;not acept;furnished;820;114;26;2000
Rio de Janeiro;25;1;1;0;-;not acept;not furnished;0;0;11;660
São Paulo;50;2;1;1;2;acept;not furnished;0;0;23;1800
Porto Alegre;120;3;2;2;2;acept;furnished;700;155;44;2975
Porto Alegre;60;2;1;1;-;acept;not furnished;0;96;25;1400
São Paulo;67;2;2;1;8;acept;not furnished;980;215;29;2240
São Paulo;22;1;1;0;26;acept;not furnished;384;40;27;2100
São Paulo;197;3;1;2;-;acept;not furnished;0;290;32;2100
Porto Alegre;105;3;3;1;3;acept;furnished;1300;130;34;2300
São Paulo;80;2;2;1;-;not acept;not furnished;0;0;8;1556
Belo Horizonte;140;4;2;2;5;not acept;not furnished;820;253;34;2500
Rio de Janeiro;70;2;2;1;9;acept;not furnished;1200;184;52;4000
